run_started
2012-05-30 10:27:08
2012-05-30 10:27:08
2012-05-30 10:27:08
2012-05-30 10:27:09
2012-05-30 10:27:09
2012-05-30 10:27:09
2012-05-30 10:27:09
2012-05-30 10:27:09
2012-05-30 10:27:10
2012-05-30 10:27:10
2012-05-30 10:27:10
2012-05-30 10:27:10
2012-05-30 10:27:10
2012-05-30 10:27:11
2012-05-30 10:27:11
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:12
2012-05-30 10:27:13
2012-05-30 10:27:13
2012-05-30 10:27:13
2012-05-30 10:27:13
2012-05-30 10:27:13
2012-05-30 10:27:13
2012-05-30 10:27:14
2012-05-30 10:27:14
2012-05-30 10:27:15
2012-05-30 10:27:15
2012-05-30 10:27:12
2012-05-30 10:27:17
2012-05-30 10:27:18
2012-05-30 10:27:22
2012-05-30 10:27:22
2012-05-30 10:27:29
2012-05-30 10:27:16
2012-05-30 10:27:42
2012-05-30 10:27:42
2012-05-30 10:27:43
2012-05-30 10:27:43
2012-05-30 10:27:43
2012-05-30 10:27:43
2012-05-30 10:27:43
2012-05-30 10:27:43
2012-05-30 10:27:44
2012-05-30 10:27:44
2012-05-30 10:27:48
2012-05-30 10:27:52
2012-05-30 10:27:53
2012-05-30 10:27:47
2012-05-30 10:28:10
2012-05-30 10:28:11
2012-05-30 10:28:14
2012-05-30 10:28:18
2012-05-30 10:28:02
2012-05-30 10:28:38
2012-05-30 10:28:39
2012-05-30 10:28:43
2012-05-30 10:28:48
2012-05-30 10:29:08
2012-05-30 10:29:10
2012-05-30 10:29:12
2012-05-30 10:29:12
2012-05-30 10:29:12
2012-05-30 10:29:12
2012-05-30 10:29:12
2012-05-30 10:29:13
2012-05-30 10:29:13
2012-05-30 10:29:13
2012-05-30 10:29:13
2012-05-30 10:29:14
2012-05-30 10:29:14
2012-05-30 10:29:14
2012-05-30 10:29:14
2012-05-30 10:29:16
2012-05-30 10:29:16
2012-05-30 10:29:20
2012-05-30 10:29:22
2012-05-30 10:29:25
2012-05-30 10:29:39
2012-05-30 10:29:39
2012-05-30 10:29:39
2012-05-30 10:29:40
2012-05-30 10:29:40
2012-05-30 10:29:40
2012-05-30 10:29:40
2012-05-30 10:29:40
2012-05-30 10:29:40
2012-05-30 10:29:41
2012-05-30 10:29:41
2012-05-30 10:29:41
2012-05-30 10:29:41
2012-05-30 10:29:41
2012-05-30 10:29:44
2012-05-30 10:30:10
2012-05-30 10:30:13
2012-05-30 10:30:16
2012-05-30 10:30:00
2012-05-30 10:30:39
2012-05-30 10:30:47
2012-05-30 10:30:50
2012-05-30 10:30:51
2012-05-30 10:33:14
2012-05-30 10:33:29
2012-05-30 10:35:42
2012-05-30 10:35:45
2012-05-30 10:37:17
2012-05-30 10:37:17
2012-05-30 10:37:19
2012-05-30 10:37:19
2012-05-30 10:37:19
2012-05-30 10:37:20
2012-05-30 10:37:22
2012-05-30 10:37:22
2012-05-30 10:37:21
2012-05-30 10:37:23
2012-05-30 10:37:23
2012-05-30 10:37:24
2012-05-30 10:37:27
2012-05-30 10:37:23
2012-05-30 10:37:23
2012-05-30 10:37:31
2012-05-30 10:37:24
2012-05-30 10:37:27
2012-05-30 10:37:24
2012-05-30 10:37:40
2012-05-30 10:37:40
2012-05-30 10:37:40
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:41
2012-05-30 10:37:42
2012-05-30 10:37:42
2012-05-30 10:37:42
2012-05-30 10:37:42
2012-05-30 10:37:43
2012-05-30 10:37:43
